131,77,-2.787224,3.586777,354.219075,1021.809917,1,-1,-1,-1
132,77,6.773133,9.571318,349.216772,1009.939698,1,-1,-1,-1
133,77,-35.391812,2.465086,356.291262,1043.613139,1,-1,-1,-1
134,77,-49.342960,0.641404,359.456730,1052.885137,1,-1,-1,-1
135,77,-63.294108,-1.182279,362.622197,1062.157136,1,-1,-1,-1
136,77,-60.227519,-0.922241,355.114869,1064.892896,1,-1,-1,-1
137,77,-55.499343,17.046583,340.838017,1044.925999,1,-1,-1,-1
213,78,1046.149310,97.735537,519.883198,981.264463,1,-1,-1,-1
214,78,1094.593546,98.032707,518.467899,980.967293,1,-1,-1,-1
215,78,1143.823629,104.966454,514.102993,974.033546,1,-1,-1,-1
216,78,1175.527014,107.621065,512.701865,971.378935,1,-1,-1,-1
217,78,1206.083377,121.568075,503.711956,957.431925,1,-1,-1,-1
217,79,26.235098,11.280992,209.356251,1035.214876,1,-1,-1,-1
218,78,1237.328771,126.833844,500.941589,952.166156,1,-1,-1,-1
218,79,72.020047,29.836194,211.636410,1021.936169,1,-1,-1,-1
219,78,1268.574165,132.099613,498.171222,946.900387,1,-1,-1,-1
219,79,97.948814,50.650375,211.421244,983.096911,1,-1,-1,-1
220,78,1332.050813,152.905773,488.583307,926.094227,1,-1,-1,-1
220,79,98.636150,33.723029,228.471398,1022.611261,1,-1,-1,-1
221,78,1368.604083,160.675246,484.484334,918.324754,1,-1,-1,-1
222,78,1418.586128,166.101384,477.541257,908.817003,1,-1,-1,-1
223,78,1459.010778,163.004871,471.747692,903.645825,1,-1,-1,-1
224,78,1494.856806,151.456808,467.083391,909.496741,1,-1,-1,-1
225,78,1560.314136,173.768317,431.739747,871.103854,1,-1,-1,-1
226,78,1581.970595,159.525866,427.138402,898.453521,1,-1,-1,-1
227,78,1600.511583,155.027003,409.754457,900.383201,1,-1,-1,-1
263,82,406.985609,37.057851,548.136220,1014.677686,1,-1,-1,-1
264,82,428.875530,42.080996,544.039567,1008.398755,1,-1,-1,-1
265,82,488.298369,55.274933,528.126630,978.716712,1,-1,-1,-1
266,82,533.446386,54.898069,529.083637,980.616669,1,-1,-1,-1
267,82,558.053959,38.007583,537.356931,996.793614,1,-1,-1,-1
268,82,578.343630,29.981280,547.493632,1017.986147,1,-1,-1,-1
269,82,606.871886,27.482849,548.905351,1020.611048,1,-1,-1,-1
270,82,635.400141,24.984419,550.317069,1023.235950,1,-1,-1,-1
271,82,656.857111,45.732950,534.493575,998.338966,1,-1,-1,-1
272,82,678.168439,52.262642,532.193043,1000.416827,1,-1,-1,-1
273,82,702.946601,39.863023,530.988763,1005.908192,1,-1,-1,-1
274,82,724.563042,21.198980,537.727548,1033.977106,1,-1,-1,-1
275,82,739.393491,18.870238,531.013112,1041.129638,1,-1,-1,-1
276,82,762.422338,16.321088,533.040624,1045.105262,1,-1,-1,-1
277,82,812.191185,28.439592,518.560376,1031.210994,1,-1,-1,-1
278,82,851.087606,29.172328,507.491914,1025.757088,1,-1,-1,-1
279,82,876.572105,17.542237,506.721044,1038.899715,1,-1,-1,-1
280,82,896.009060,9.932707,508.579623,1054.962508,1,-1,-1,-1
281,82,921.061113,7.347250,510.510715,1058.969255,1,-1,-1,-1
292,82,997.219854,16.508599,485.023380,1038.679617,1,-1,-1,-1
293,82,1005.066407,25.421485,464.369016,1018.142269,1,-1,-1,-1
294,82,1016.998875,25.604547,450.487013,1010.191107,1,-1,-1,-1
295,82,1027.336483,28.963213,438.837848,1006.734162,1,-1,-1,-1
296,82,1032.873920,22.827458,431.086212,1015.605826,1,-1,-1,-1
297,82,1037.981533,28.450321,420.184618,1009.758203,1,-1,-1,-1
298,82,1037.464719,9.919948,415.644157,1024.953175,1,-1,-1,-1
299,82,1050.243311,2.996622,406.069020,1037.946405,1,-1,-1,-1
300,82,1065.271394,0.418985,396.129442,1044.859982,1,-1,-1,-1
301,83,1737.613504,33.016529,166.698612,1008.438017,1,-1,-1,-1
301,82,1071.333666,-1.440981,396.708534,1046.395086,1,-1,-1,-1
302,83,1727.425069,33.664293,167.942636,1012.455601,1,-1,-1,-1
302,84,141.993485,75.338843,504.525427,981.983471,1,-1,-1,-1
303,83,1721.595273,39.760579,166.973913,998.006985,1,-1,-1,-1
303,84,137.723857,75.296510,506.327499,984.462077,1,-1,-1,-1
304,84,129.894208,85.139203,497.273619,964.063724,1,-1,-1,-1
305,84,118.950830,80.034860,498.908740,968.793112,1,-1,-1,-1
306,84,112.851926,81.326870,496.778187,964.655950,1,-1,-1,-1
307,84,105.855500,86.405421,492.112512,955.228032,1,-1,-1,-1
308,84,93.401222,77.716729,502.780163,977.106269,1,-1,-1,-1
309,84,72.802652,59.655018,517.729714,1010.117567,1,-1,-1,-1
310,84,63.174285,56.950594,520.205206,1014.947400,1,-1,-1,-1
311,84,27.737627,42.744984,525.766476,1034.597229,1,-1,-1,-1
312,84,12.884450,44.131920,521.717037,1034.512236,1,-1,-1,-1
313,84,-0.796736,40.615666,524.702217,1040.431663,1,-1,-1,-1
314,84,-14.477922,37.099413,527.687395,1046.351090,1,-1,-1,-1
315,84,-28.159107,33.583160,530.672574,1052.270516,1,-1,-1,-1
316,84,-41.840292,30.066906,533.657751,1058.189943,1,-1,-1,-1
317,84,-55.521477,26.550653,536.642928,1064.109370,1,-1,-1,-1
318,84,-45.706220,42.739547,512.874083,1035.815063,1,-1,-1,-1
319,84,-57.334842,41.370189,513.959178,1038.006868,1,-1,-1,-1
320,84,-68.420837,41.096735,513.959021,1038.006868,1,-1,-1,-1
321,84,-79.506832,40.823280,513.958864,1038.006868,1,-1,-1,-1
322,84,-90.592827,40.549825,513.958706,1038.006868,1,-1,-1,-1
325,84,-109.107538,24.856058,486.120194,1053.129592,1,-1,-1,-1
326,84,-120.412946,23.357049,486.694699,1054.375690,1,-1,-1,-1
327,85,1097.321939,6.074380,356.546205,1039.322314,1,-1,-1,-1
327,84,-96.892500,20.517728,452.568575,1046.956424,1,-1,-1,-1
328,85,1102.058513,1.637387,357.471451,1038.620342,1,-1,-1,-1
329,85,1106.486280,0.915278,357.337197,1037.028440,1,-1,-1,-1
329,86,1381.221816,95.793388,399.010913,944.413223,1,-1,-1,-1
330,85,1105.180543,5.177201,360.325602,1041.042083,1,-1,-1,-1
330,86,1346.355075,80.157733,410.465191,976.460442,1,-1,-1,-1
330,84,-90.750254,16.937899,428.682569,1059.631649,1,-1,-1,-1
